screen_name,url,verified,location,description,followers_count,friends_count,created_at,favourites_count,statuses_count
jjuliaahamm,,False,drowning in success ,kindness is so gangster // insta-@jjuliaahamm,76,75,2018-01-04 15:03:14,373,173
DilulloNancy,,False,,,0,2,2018-03-22 17:00:00,1,0
wendy_wmcgill,,False,"Virginia, USA","Wife, believer in Jesus since I was 6. graduate from Liberty University",3,28,2018-03-12 17:52:35,35,7
nicman709,,False,Deep Ocean,Glory to nauty,10,75,2015-12-14 01:59:29,278,88
JustinJHiltz,https://t.co/mauXFf63TY,False,,Straight Outta Hictaux! AcadiaU Comp Sci,43,174,2012-05-22 23:30:04,61,18
BigRomeo87,,False,,,24,91,2014-08-29 20:43:58,31,33
Ahmed58651858,,False,,,6,83,2018-02-05 18:47:45,1,0
cody90816865,,False,,,0,58,2018-03-22 17:02:04,0,0
FreakySkull86,,False,,,13,159,2014-01-27 23:06:59,15,17
D_clott,,False,,,67,104,2017-09-02 18:16:21,76,9
ThulinEmil,,False,,,9,86,2018-02-17 23:16:29,109,36
dnpromi,https://t.co/Vr8VCBdcQ4,False,"Seattle, USA","Like Anime, n00b Gamer, Soft Dev @Amazon, Science aficionado, amateur Photographer, traveling, hiking,  biking,  skiing ..  ..",332,620,2009-03-18 06:12:51,2355,3513
Balacha06124857,,False,,,53,1322,2014-06-17 19:27:04,45,13
jeanfariasmour1,,False,,,0,25,2018-03-22 17:01:14,0,0
maxi11011,,False,Deutschland,Trump,0,10,2018-03-22 17:01:34,0,0
fegellum,,False,,,3,137,2018-03-17 17:05:32,0,0
MSAReza2,,False,"Dhaka, Bangladesh",I am a social butterfly & want to change the society,3,104,2018-03-11 17:46:17,4,5
cynicalostrich3,,False,,"I follow everyone back! 
Check out my Fortnite stream here - https://t.co/aKTZQQStVe",324,504,2018-03-11 15:29:21,9,4
bjremli,,False,,,3,74,2015-05-16 04:05:32,3,3
vostrisports,,False,United States,Sports Equipment Company,2,51,2018-03-22 16:50:16,0,4
Jojojorie2,,False,,,0,88,2018-03-22 17:01:00,0,0
FoxRaphael,http://t.co/RWspj7m5k4,False,,,28,51,2010-01-13 16:11:53,0,3
MangalaSelvara1,,False,,,0,19,2018-02-19 03:31:51,0,0
ISchonewald,,False,,,0,1,2017-11-19 19:36:37,0,0
__austinmay__,,False,,McLennan Golf Commit,126,112,2014-11-18 17:11:06,1778,99
TashaW47,,False,,,0,73,2015-12-19 12:10:26,0,0
nijish2,,False,,nijishjoshy@gmail.com,4,9,2018-03-16 12:10:07,3,33
A_Living_Meme,,False,"New Hampshire, USA","Hey, I'm Logan. I figured I'd finally get with the times and make a Twitter. I like to sing sometimes.",35,263,2015-12-30 16:34:16,74,64
HemantDPatil6,,False,,,0,132,2018-03-22 15:47:01,0,0
kra_t,,False,Nebraska,"We're just country people.
But country people are the best kind...hardworking, down to earth, and sincere.",103,273,2012-04-24 04:33:01,820,1810
lin_ken1996,,False,,,0,1,2018-03-22 17:00:25,0,0
MichaelManger1,,False,"Ohio, USA",,2,4,2018-03-22 16:51:41,0,0
SamAkubi,,False,London,"Sam, 21 Years Young. Currently working for British Telecom. @bt_uk",121,430,2012-07-11 21:26:32,85,217
Silvanospayk,,False,,,2,49,2017-12-10 04:28:00,14,4
ecdlzgklyoi,,False,,,0,20,2018-03-22 17:00:54,5,0
navendasekar,,False,,,2,79,2018-03-22 16:59:59,0,0
tarunangara,,False,,nmmmmmm,6,18,2015-05-09 14:34:12,1,0
orrabigail1,,False,,,1,53,2018-03-22 16:59:41,0,0
safraz911,,False,"Queens, NY",A lone wolf in a herd of sheep.,1,52,2018-03-22 16:01:47,0,1
florina032,,False,Indonesia,Assalamuallaikum,1,56,2018-03-22 17:01:48,0,2
koi_iamok,,False,,,5,148,2017-05-18 01:36:36,2,3
JonathanhamerH,,False,"Florida, USA",,6,115,2013-04-16 11:27:13,6,5
aminul80bl,,False,,without Hard work nobody successful in her life.,0,90,2018-03-22 16:58:19,6,4
jorgeanibalflo4,,False,,,0,16,2018-03-22 17:01:09,0,0
6DleEfcLNCExNub,,False,,,2,94,2018-03-22 17:01:47,0,0
GeorgeMaravilha,,False,,,2,28,2018-01-08 18:42:27,0,1
Henrique9246,,False,,,4,49,2018-03-12 13:42:20,144,1
RoryeHatcherDR,https://t.co/douIKhClin,False,"Greenfield, IN",Reporter for the Greenfield Daily Reporter since 2016,0,94,2018-03-22 16:48:08,1,2
luli74736882,,False,,,1,124,2018-03-22 16:58:32,0,0
tuca_nilo,,False,,,48,54,2016-01-30 19:15:43,87,107
ThomasSalamon1,,False,,,0,5,2018-03-22 16:59:09,0,0
Ezgoinjp,,False,,,26,123,2013-06-22 04:50:51,71,208
Meetyourfam,,False,,,0,2,2018-03-22 16:42:14,0,1
Ranjith03126241,,False,,,0,73,2018-03-21 15:25:55,1,0
Ackeryan,https://t.co/c9eYUKz0yc,False,"Lives at Hounslow, London, England",Document Control/Secretary,34,506,2009-12-10 10:07:25,18,126
AbdiSalat10476,,False,,,0,69,2018-03-22 16:56:29,0,0
Le_zeee,,False,,,8,244,2018-03-22 16:31:54,4,2
AhmedRafin6,,False,,,1,4,2018-03-22 16:54:49,1,1
leandro13996643,,False,,,0,24,2018-03-22 16:59:18,0,0
12vb3,,False,,12vb77,3,34,2018-03-21 18:36:31,46,45
DeepakBudhaMag1,,False,,,5,36,2015-06-26 13:37:47,0,1
MayteGo92765873,,False,,,1,77,2018-03-22 16:59:58,0,0
LKSbML646HhKfLw,,False,,,3,66,2018-03-22 17:00:54,0,0
Mariach85600049,,False,,,1,15,2018-03-22 16:53:06,0,0
MdSheik44957320,,False,,,0,148,2018-02-04 11:09:07,125,0
SusanUM,,False,"Guayaquil, Ecuador",,197,327,2010-01-25 21:06:48,82,1447
Matthewbeauli12,,False,,,0,3,2017-12-07 05:14:26,0,1
YankeesAbrack,,False,"Kaduna, Nigeria","Easy going dude,with interest in leadership....
Peace advocate..
Career coach",9,95,2018-03-21 15:20:49,24,7
DolbeauDiane,,False,,,5,41,2018-03-22 16:52:59,1,0
CarlyMills88,,False,,,137,236,2012-02-03 22:06:46,485,74
CaseyBurris20,,False,,,3,107,2018-02-25 00:19:52,0,0
